id,Рецепт,Ссылка
4725,Кус-кус по-марокански,https://www.russianfood.com/recipes/recipe.php?rid=1308
4727,"Цветная капуста, запеченная в тыквенном соусе",https://www.russianfood.com/recipes/recipe.php?rid=177244
4728,Тушеная тыква в сметане с чесноком,https://www.russianfood.com/recipes/recipe.php?rid=142623
4729,Салат из свёклы и шампиньонов,https://www.russianfood.com/recipes/recipe.php?rid=158791
4730,Рис со свёклой и кокосовой стружкой,https://www.russianfood.com/recipes/recipe.php?rid=161181
4732,Кус-кус с кедровыми орешками и клюквой,https://www.russianfood.com/recipes/recipe.php?rid=123583
4733,Пюре из свёклы и картофеля,https://www.russianfood.com/recipes/recipe.php?rid=163968
4734,"Макароны, тушенные с капустой и грибами, в соусе",https://www.russianfood.com/recipes/recipe.php?rid=167586
4735,Овсяная каша с кабачками и грибами,https://www.russianfood.com/recipes/recipe.php?rid=167623
4737,Пряная гороховая каша с кокосовым молоком,https://www.russianfood.com/recipes/recipe.php?rid=169877
4738,Гарнир из кускуса с печеными помидорами,https://www.russianfood.com/recipes/recipe.php?rid=130482
4739,Фасоль красная с ореховым соусом,https://www.russianfood.com/recipes/recipe.php?rid=122278
4740,"Салат ""Пикантный""",https://www.russianfood.com/recipes/recipe.php?rid=120442
4742,"Картофель, запеченный с луком на гриле",https://www.russianfood.com/recipes/recipe.php?rid=119753
4744,Овощная запеканка из цукини и лука (в мультиварке),https://www.russianfood.com/recipes/recipe.php?rid=135442
4745,Гарнир из обжаренных кабачков и цветной капусты,https://www.russianfood.com/recipes/recipe.php?rid=141542
4747,"Запеканка из кабачков, шпината и феты",https://www.russianfood.com/recipes/recipe.php?rid=176761
4749,Хрустящие картофельные палочки с сыром,https://www.russianfood.com/recipes/recipe.php?rid=146032
4751,Карамелизированный лук,https://www.russianfood.com/recipes/recipe.php?rid=127261
4753,"""Жареная"" манная каша",https://www.russianfood.com/recipes/recipe.php?rid=162669
4754,Рис с карри (постное блюдо),https://www.russianfood.com/recipes/recipe.php?rid=138715
4757,"Чечевица, запеченная с беконом и грибами",https://www.russianfood.com/recipes/recipe.php?rid=117011
4758,Запеканка-суфле из лапши,https://www.russianfood.com/recipes/recipe.php?rid=115091
4759,Биточки из кукурузной каши с сыром,https://www.russianfood.com/recipes/recipe.php?rid=168855
4761,"Пекинская капуста, запечённая с сыром, творогом, сладким перцем и помидором",https://www.russianfood.com/recipes/recipe.php?rid=167904
4762,"Картофель ""Буланжер""",https://www.russianfood.com/recipes/recipe.php?rid=149385
4763,"Морковь, запечённая с пряным медовым маринадом и чесноком",https://www.russianfood.com/recipes/recipe.php?rid=163955
4764,Грибы по-деревенски,https://www.russianfood.com/recipes/recipe.php?rid=119948
4765,Теплый салат со стручковой фасолью,https://www.russianfood.com/recipes/recipe.php?rid=123147
4766,"Свинина, запечённая с квашеной капустой",https://www.russianfood.com/recipes/recipe.php?rid=168973
4767,Картофельная запеканка с твёрдым сыром и фетой,https://www.russianfood.com/recipes/recipe.php?rid=174623
4768,Галушки с творогом и шкварками,https://www.russianfood.com/recipes/recipe.php?rid=119691
4770,Ленивые голубцы без мяса,https://www.russianfood.com/recipes/recipe.php?rid=138995
4771,"Морковь, печенная в духовке",https://www.russianfood.com/recipes/recipe.php?rid=121456
4772,"Крупеник ""Трио"" со сливочно-грибным соусом",https://www.russianfood.com/recipes/recipe.php?rid=167592
4773,Оладьи из цветной капусты,https://www.russianfood.com/recipes/recipe.php?rid=132932
4775,Гороховые оладьи,https://www.russianfood.com/recipes/recipe.php?rid=120489
4776,"Цветная капуста, запеченная с паприкой и чесноком",https://www.russianfood.com/recipes/recipe.php?rid=140898
4777,"Рис с кукурузой, консервированными ананасами, морковью и болгарским перцем",https://www.russianfood.com/recipes/recipe.php?rid=161366
4781,Рис с орехами и нутом,https://www.russianfood.com/recipes/recipe.php?rid=175398
4782,Мамалыга с творогом,https://www.russianfood.com/recipes/recipe.php?rid=164625
4784,Макароны с баклажанами и брокколи,https://www.russianfood.com/recipes/recipe.php?rid=174231
4786,Цветная капуста на гарнир,https://www.russianfood.com/recipes/recipe.php?rid=124864
4787,Пшённая каша с беконом (в духовке),https://www.russianfood.com/recipes/recipe.php?rid=167654
4788,"Цветная капуста, жаренная с яйцами, сладким перцем и сыром",https://www.russianfood.com/recipes/recipe.php?rid=164223
4789,Овощной стир-фрай с краснокочанной капустой и лапшой,https://www.russianfood.com/recipes/recipe.php?rid=174666
4790,"Рисовая каша с черносливом, изюмом и орехами (без молока)",https://www.russianfood.com/recipes/recipe.php?rid=169032
4791,Фасолево-овощное рагу,https://www.russianfood.com/recipes/recipe.php?rid=117074
4792,Карбонара из капусты,https://www.russianfood.com/recipes/recipe.php?rid=178587
4793,Рис с яйцами и овощами,https://www.russianfood.com/recipes/recipe.php?rid=134114
4795,"Баклажаны, запеченные с сыром",https://www.russianfood.com/recipes/recipe.php?rid=140353
4797,Гречневая каша с тыквой (в мультиварке),https://www.russianfood.com/recipes/recipe.php?rid=125364
4798,Лобио из красной фасоли,https://www.russianfood.com/recipes/recipe.php?rid=136859
4799,"Гарнир ""Цуккини и помидоры""",https://www.russianfood.com/recipes/recipe.php?rid=124693
4800,"Картофель с болгарским перцем, запечённый в сухарях",https://www.russianfood.com/recipes/recipe.php?rid=166561
4801,Теплый гарнир из помидоров,https://www.russianfood.com/recipes/recipe.php?rid=136910
4804,"Картофельные ""гнёзда"" с шампиньонами и сыром",https://www.russianfood.com/recipes/recipe.php?rid=164663
4805,Картофельный салат с фасолью,https://www.russianfood.com/recipes/recipe.php?rid=134062
4806,Картофельные крокеты с орехами,https://www.russianfood.com/recipes/recipe.php?rid=139918
4807,"Капуста, тушенная с рисом, в томатном соусе",https://www.russianfood.com/recipes/recipe.php?rid=151586
4809,Гарнир из брюссельской капусты с беконом,https://www.russianfood.com/recipes/recipe.php?rid=124998
4810,Картофельники по-московски,https://www.russianfood.com/recipes/recipe.php?rid=121045
4811,"Филе трески с фасолью, горошком и овощами (в духовке)",https://www.russianfood.com/recipes/recipe.php?rid=163847
4813,Картофельное пюре с сыром и луком,https://www.russianfood.com/recipes/recipe.php?rid=171181
4815,Постная гречка по-царски,https://www.russianfood.com/recipes/recipe.php?rid=134967
4818,Овощное карри с цветной капустой,https://www.russianfood.com/recipes/recipe.php?rid=119947
4820,Гречневая каша с капустой,https://www.russianfood.com/recipes/recipe.php?rid=162130
4821,"Стручковая фасоль с грибами, луком и беконом",https://www.russianfood.com/recipes/recipe.php?rid=118927
4823,"Перцы ""Агродольче""",https://www.russianfood.com/recipes/recipe.php?rid=125366
4825,Запеченная цветная капуста с чесночным соусом,https://www.russianfood.com/recipes/recipe.php?rid=135843
4826,Стручковая фасоль с грецкими орехами,https://www.russianfood.com/recipes/recipe.php?rid=138586
4827,Классическое ризотто с зеленым горошком,https://www.russianfood.com/recipes/recipe.php?rid=128326
4829,Пшённая каша с изюмом и клюквой (без молока),https://www.russianfood.com/recipes/recipe.php?rid=170048
4830,"Котлеты из риса, капусты и картофеля",https://www.russianfood.com/recipes/recipe.php?rid=161125
4831,"Цветная капуста и морковь, жаренные в сухарях",https://www.russianfood.com/recipes/recipe.php?rid=119974
4832,"Рагу из баклажанов,  кабачков и тыквы",https://www.russianfood.com/recipes/recipe.php?rid=120349
4833,Картофельный салат с огурцом и укропом,https://www.russianfood.com/recipes/recipe.php?rid=126568
4834,Свекла с морковью,https://www.russianfood.com/recipes/recipe.php?rid=126546
4835,Картофель фри,https://www.russianfood.com/recipes/recipe.php?rid=135877
4837,Овощное рагу в пакете для запекания,https://www.russianfood.com/recipes/recipe.php?rid=139154
4838,"Жареный картофель по-китайски, с перцем, чесноком и имбирём",https://www.russianfood.com/recipes/recipe.php?rid=164460
4840,"Гречка с грибами, морковью и пряностями (на сковороде)",https://www.russianfood.com/recipes/recipe.php?rid=166875
4842,"Кабачки, запеченные с цветной капустой",https://www.russianfood.com/recipes/recipe.php?rid=103724
4843,Цветная капуста с оливками и каперсами,https://www.russianfood.com/recipes/recipe.php?rid=143512
4845,Каша гречневая с тыквой и овощами,https://www.russianfood.com/recipes/recipe.php?rid=129227
4847,Быстрое соте из баклажанов,https://www.russianfood.com/recipes/recipe.php?rid=123673
4848,Гарнир с баклажанами и картофелем,https://www.russianfood.com/recipes/recipe.php?rid=75341
4850,Фасоль в томатном соусе с грибами и болгарским перцем (на сковороде),https://www.russianfood.com/recipes/recipe.php?rid=169787
4851,Рис с кабачками и цветной капустой,https://www.russianfood.com/recipes/recipe.php?rid=176875
4852,Скумбрия со свекольным пюре,https://www.russianfood.com/recipes/recipe.php?rid=127593
4853,Рис с миндалем и смородиной,https://www.russianfood.com/recipes/recipe.php?rid=138376
4855,"Макароны, запеченные в духовке (порционные)",https://www.russianfood.com/recipes/recipe.php?rid=138817
4856,Ячневая каша с тыквой,https://www.russianfood.com/recipes/recipe.php?rid=168346
4858,Картофельная запеканка с солеными грибами,https://www.russianfood.com/recipes/recipe.php?rid=132656
4859,"Кабачки, тушенные в соевом соусе",https://www.russianfood.com/recipes/recipe.php?rid=135734
4860,Рис с горошком по-багамски,https://www.russianfood.com/recipes/recipe.php?rid=146186
4861,"Картофель, фаршированный зелёным горошком и сыром (в духовке)",https://www.russianfood.com/recipes/recipe.php?rid=160123
4863,Отварной картофель с жареным луком,https://www.russianfood.com/recipes/recipe.php?rid=120357
4865,"Запеканка из гречки с овощами, яйцами и сыром",https://www.russianfood.com/recipes/recipe.php?rid=164937
4866,Паста с  шампиньонами,https://www.russianfood.com/recipes/recipe.php?rid=126038
4867,Картофель фри по-бельгийски,https://www.russianfood.com/recipes/recipe.php?rid=129957
4868,Запеканка из моркови с картофелем,https://www.russianfood.com/recipes/recipe.php?rid=20025
4869,Жареная цветная капуста,https://www.russianfood.com/recipes/recipe.php?rid=122029
4871,"Свёкла, тушенная с фасолью и сливками",https://www.russianfood.com/recipes/recipe.php?rid=168265
4872,Спанакоризо (рис со шпинатом),https://www.russianfood.com/recipes/recipe.php?rid=175527
4873,"Курица, запечённая в духовке, с хлебом",https://www.russianfood.com/recipes/recipe.php?rid=144755
4874,Запеканка из баклажанов с яйцами и брынзой (болгарский рецепт),https://www.russianfood.com/recipes/recipe.php?rid=109380
4876,Птитим с помидорами и фетой,https://www.russianfood.com/recipes/recipe.php?rid=175521
4877,"Зимние овощи, запеченные в духовке",https://www.russianfood.com/recipes/recipe.php?rid=120941
4878,"Стручковая фасоль с сыром, панировочными сухарями и чесноком",https://www.russianfood.com/recipes/recipe.php?rid=163709
4879,Рис с зёленым горошком и куркумой,https://www.russianfood.com/recipes/recipe.php?rid=151570
4880,Лазанья с грибами и спаржей,https://www.russianfood.com/recipes/recipe.php?rid=123602
4881,"Картофельный салат ""Бавария""",https://www.russianfood.com/recipes/recipe.php?rid=145087
4883,Деруны с грибами,https://www.russianfood.com/recipes/recipe.php?rid=119842
4884,Рисовая запеканка с грибами и сыром,https://www.russianfood.com/recipes/recipe.php?rid=165599
4885,Пряный рис басмати,https://www.russianfood.com/recipes/recipe.php?rid=141541
4886,Рассыпчатый рис по-французски,https://www.russianfood.com/recipes/recipe.php?rid=134617
4889,"Овсяная каша с кабачком, изюмом и орехами (в духовке)",https://www.russianfood.com/recipes/recipe.php?rid=170560
4890,Запечённая картошка с творожной начинкой,https://www.russianfood.com/recipes/recipe.php?rid=176373
4891,Гречка с кабачками и болгарским перцем (в духовке),https://www.russianfood.com/recipes/recipe.php?rid=163738
4893,Картофельное пюре с зелёным горошком,https://www.russianfood.com/recipes/recipe.php?rid=168755
4894,"Сладкая пшённая каша с куркумой, на кокосовом молоке",https://www.russianfood.com/recipes/recipe.php?rid=171068
4895,"""Лапша"" из кабачков с томатным соусом",https://www.russianfood.com/recipes/recipe.php?rid=162904
4897,"Запечённая гречка с кабачком, луком и сыром",https://www.russianfood.com/recipes/recipe.php?rid=143762
4898,"Овощи на мангале, под ореховым соусом с базиликом",https://www.russianfood.com/recipes/recipe.php?rid=178731
4899,"Картошка, запечённая с тыквой, луком и сыром",https://www.russianfood.com/recipes/recipe.php?rid=158738
4900,Стручковая фасоль с кукурузой и шпинатом,https://www.russianfood.com/recipes/recipe.php?rid=102954
4901,Сербские котлетки с картофельным пюре,https://www.russianfood.com/recipes/recipe.php?rid=125722
4902,Гарнир из тыквы,https://www.russianfood.com/recipes/recipe.php?rid=75090
4904,"Цветная капуста в чесночном соусе, запечённая под сыром",https://www.russianfood.com/recipes/recipe.php?rid=151125
4906,Свиная лопатка в пиве,https://www.russianfood.com/recipes/recipe.php?rid=131328
4908,Фаршированный картофель,https://www.russianfood.com/recipes/recipe.php?rid=135401
4931,Вегетарианский плов с овощами,https://www.russianfood.com/recipes/recipe.php?rid=125299
